Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
a25c27c3-73a2-3afa-9b67-86506416ffd6,74ab949d-17ac-3309-83a0-13b4405c66aa,Ted955 Reilly981,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,5,0
0dc2f3bd-1be8-302c-a466-eabb7dd66eae,588f6ce6-b8db-3588-8189-29db2680a313,Tiffaney302 Brakus656,F,GENERAL PRACTICE,461 WALNUT AVE,JAMAICA PLAIN,MA,021302331,42.311587599999996,-71.09800136347226,49,0
a98d8052-c8a5-399e-b473-f9b73138b4d8,faffaf6a-ee1a-3673-b0b0-421a9c249244,Gustavo235 Armstrong51,M,GENERAL PRACTICE,66 WASHINGTON ST,STOUGHTON,MA,020722571,42.14415820061801,-71.10378319512402,115,0
6788119d-b4c1-3d71-ba7c-80e160b5d438,17a4bae5-8b64-34d7-8144-b428be027bd0,Olympia319 Ward668,F,GENERAL PRACTICE,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,42.295109499999995,-71.71808471110307,13,0
30928174-7832-3bd4-8e71-c29b7118331c,e09d4c49-c2ef-3b0f-9a46-3719d9219306,Jules135 Emard19,M,GENERAL PRACTICE,60 HOSPITAL RD,LEOMINSTER,MA,014533290,42.54031915,-71.76312990486304,92,0
8395f9d0-d739-3346-8b6d-713ba634e00a,77645e49-3f69-3d1d-bb93-dc65210e2fac,Jarvis643 Ankunding277,M,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027205246,41.7093779,-71.1460783680883,28,0
a50335fc-1504-30d8-a7a2-165b8b1df684,6fafb5d4-ecca-37ab-8d24-53036a8cbf1e,Shelley12 Nikolaus26,F,GENERAL PRACTICE,320 WEST CENTER STREET  2ND FLOOR,WEST BRIDGEWATER,MA,02379,42.016080599999995,-71.02601589317304,3,0
3d48e96c-a71e-31d3-9fc2-b3e59f202fcf,aa682136-a4df-3942-9f50-e6fcee6c0b73,Precious140 Runolfsson901,F,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,6,0
812385ec-2567-3959-80e6-2da40c6117d0,d2284f74-b6da-3a15-9791-84cdf2db18fb,Fernande593 Mosciski958,F,GENERAL PRACTICE,331 E FALMOUTH HWY,E FALMOUTH,MA,025366039,41.57853245,-70.5617374807812,18,0
0cc36f69-9fb9-30dd-9e37-ab39255b380c,5becf220-2978-3f33-bd38-9326947f85de,Tijuana228 Leannon79,F,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,9,0
990c70c4-41b8-3efe-86cf-f5003dbd2979,2936ca90-6594-357d-be14-53fe0ab84dd1,Miguel815 Perales854,M,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,171,0
84e62a57-b39b-3ced-9d6e-8e53718e37e0,e3089df2-a1db-372a-b660-30392d8c197b,Isaiah615 Waters156,M,GENERAL PRACTICE,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,64,0
bc2e75dc-ffa0-3f68-8f93-51131fba1753,42d4b607-f14d-370a-818e-40965685776c,Marchelle563 Hettinger594,F,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,65,0
4b070fcf-ace0-34bd-84ab-b010e567cc97,ab701a70-a658-340e-8f69-ee196a7d40c6,Jolie499 Parisian75,F,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,29,0
b607c3f3-7a3a-36b9-8179-67d7cb2a7aef,11ba6a26-59b4-3728-a268-6dc9929962b4,Agustín529 Lucero848,M,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,10,0
6aa4bd61-9c11-35d2-baed-93bd499dd5f3,f736c0f5-6d39-3e26-8ac1-39e1fc60dfbe,Joe656 Jakubowski832,M,GENERAL PRACTICE,11 QUARRY HILL ROAD,LEE,MA,012389645,42.2816564,-73.25307843923315,10,0
47c44ad4-9078-3cce-9094-b49ddf4b0534,af2d050e-91a7-3acb-8b27-0bf6a259645e,Ronny764 Bernhard322,M,GENERAL PRACTICE,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,12,0
46c213c9-37d6-358f-9e9d-2d0a45c0e036,71472d9b-aa5c-3b49-a5c3-d0eee8859015,Cuc113 Kutch271,F,GENERAL PRACTICE,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,44,0
e9b3bc52-1231-3ede-b018-e07e8e3923e9,8a2e2731-3240-39d1-b4f0-cad14200937d,Carter549 Ritchie586,M,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,70,0
87482bc1-62ad-3451-b79f-a5e8b6ba39d8,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Cherish740 Toy286,F,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,97,0
8854f210-e16c-3f4b-ab12-f59b5c4358a8,4cf79e95-2815-3a4c-a3b8-951fe548dd27,Tracey100 Champlin946,F,GENERAL PRACTICE,20 ELM ST,PITTSFIELD,MA,012016502,42.4458896,-73.2448206979669,42,0
3f8d22b0-7a9e-34b0-868b-667ecc409f6b,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Lilia791 Otero621,F,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,15,0
8ed689f9-f32a-3b7f-aa04-2af76dc2be22,65450d34-6d61-3601-b325-9d471587b016,Salvador46 Carmona375,M,GENERAL PRACTICE,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,17,0
19c419e4-647d-307d-b53f-b14494aec596,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,Kim439 Friesen796,M,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,36,0
5fa853d8-92f2-303e-941b-b80e40b54bce,fa564970-fde4-332c-91d9-c0747b032d3e,Jeremy766 Hudson301,M,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,11,0
a441acaf-1155-36fa-aebd-72ebef93a913,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,64,0
07de89a9-acd6-3b71-9e11-9993255ad159,1311c44a-85cb-3aea-a143-e5d7892ced8b,Rudolf736 Reinger292,M,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,23,0
3bf40075-d8cd-3a3d-a89a-c573feb2fa6e,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,26,0
77ca363d-e86e-3fef-86b2-7adb9fe88f7b,4bf8af75-4da2-331d-b94e-9975a887face,Rudy520 Mosciski958,M,GENERAL PRACTICE,57 PROSPECT ST,NANTUCKET,MA,025542799,41.27514065,-70.10108985970798,18,0
62b37df9-d787-3c10-8400-de88440483aa,667b46fe-0afa-3f70-a311-bbe3d52db050,Vicente970 Caballero789,M,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,1,0
88267931-3259-3d22-9a48-1db0c30126f3,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Cristopher265 Heaney114,M,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,1,0
297405f3-b0a3-3f11-8878-eca10d653b8a,f945589f-88aa-366b-9e9d-2418d091112d,Ulysses632 Ziemann98,M,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,13,0
2bfdce7a-d468-34b7-8947-b4dcd8f394ff,fe675917-7b09-3afd-a6e6-128cc4de4734,Rod343 Kohler843,M,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,3,0
ddb28329-97ac-3f34-abd8-7643edf5a5d6,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,1,0
be54499a-a768-389a-abb1-83d14d61e061,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Tristan353 Baumbach677,M,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,1,0
76df45d2-82cf-3938-85b1-09c17f85835e,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Elinore878 Pacocha935,F,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,3,0
e0466ece-1ad8-3e0f-8bf3-9d20d2f42ecb,643eac8e-1620-3b6a-b9f3-664b003d22cd,Lasonya941 Kiehn525,F,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,57,0
df096835-3e2e-302b-b624-0980e745f30c,8e3ca57f-6f74-3d61-9803-ab1424290216,Humberto482 Mann644,M,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,6,0
d87f26bd-8d14-30b6-a72e-9bc556a27153,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,166,0
61b6c641-a3cb-3e18-9f39-8e28ec0dcf7a,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Moshe758 Bartoletti50,M,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,1,0
5f9cfcff-2a1e-3042-bb31-8e77eb691d48,40c01d75-1542-3e0b-8e5f-78d3031beba1,Broderick767 Reynolds644,M,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,58,0
f2f3040b-980b-3d60-a9a8-baedc426e3f0,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Jean712 Block661,F,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,24,0
f5934cc8-aa13-33af-81ab-5b5cb5a661a0,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Derrick232 Kub800,M,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,5,0
e267769b-40a9-3162-9367-ab82d01a3e6f,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,1,0
6e00eea2-0b91-360c-9c13-e8c71efb6eb2,93c3d861-e05d-33b9-91eb-1768470229d7,Phoebe31 Thiel172,F,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,50,0
64ec3323-8050-3917-aa4c-950d1869c5cb,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Tambra47 Nolan344,F,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,8,0
2aaeed33-1637-3ff9-84ee-59724d1494e5,c272e12f-e154-3fee-b05d-b7c0cab2657d,Shasta644 King743,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,43,0
7f62dc40-3400-3dff-a78e-9545580cfbc9,b66db758-a205-3227-9cfb-bf19d2c1962d,Noreen211 Stroman228,F,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,3,0
d624b65f-8f79-321d-8313-923e58e6138d,b99b7849-2b53-33fb-8ce2-e3a95f17ae51,Bee658 Pouros728,F,GENERAL PRACTICE,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,1,0
43e9e23a-86b6-3666-b5de-89d684034a2c,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Carolynn568 Von197,F,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,37,0
9801d2c2-44bf-3e27-949e-fcb76743c1fa,f549a720-814b-3dc6-ae77-6376a22564ee,Perry780 Prosacco716,M,GENERAL PRACTICE,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,1,0
ca505789-69bd-3c6f-bfbd-3b44ee4571c9,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Jody426 Bernhard322,M,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,21,0
263326f0-e230-3d60-8d1a-f4c014e442da,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,34,0
e2966cce-277b-3fc2-b445-6d6c4d25d848,764bf964-6ab7-30eb-885b-3d713ca43265,Wayne846 Wilderman619,M,GENERAL PRACTICE,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,2,0
4da1c2cc-8441-3b0c-a162-81140f65459b,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Shelby741 Rolfson709,M,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,4,0
14476b9b-7159-3d8c-830b-3a9cf0d81bcc,02c936e2-3aee-38b2-88a4-81f3689b7bb7,David908 Ordóñez148,M,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,8,0
34323fd1-b2a9-3dfd-baba-165053adc640,609ec9f1-e806-3427-b912-9e3b2915521d,Terence292 Conn188,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,14,0
aeb4c921-c209-3f32-8185-29788dc9c5e9,5fa5e611-be3d-3ebb-8f71-124325f6005f,Lourdes258 Elizondo706,F,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,31,0
4a8d033c-8b0c-30af-a252-7361c1749710,bb3d48eb-0c30-34f4-8950-790fc984741b,Alane21 Frami345,F,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,9,0
9a0ae103-90ea-342c-b91e-8426e0f0f73f,bf556284-7513-3620-a10e-5393183a9a87,Tabatha105 Roob72,F,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,48,0
8e50f460-480a-3104-b0c7-ef0eff242335,9fd71acd-3535-353d-975f-ed7dbf5f9961,Denny560 Herzog843,M,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,18,0
252f61a0-a03a-35c3-82cb-fa7b8b37fabb,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,28,0
04135cff-b32a-3a3a-beae-0e818dadf632,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,89,0
d1407ea8-cbbd-3eaf-a05c-ed02b0b09aaf,4ffa4412-1493-3beb-b8f0-6614dde953a4,Sulema841 Ryan260,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,121,0
7da847c1-4cc0-33ea-bcd6-06d5b474403e,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Pablo44 Paucek755,M,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,48,0
6e89445a-7723-3ceb-bd81-ecc073fe77a7,a14e698d-a9ba-3eae-9c8b-682ec726433d,Brian582 Cummerata161,M,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,25,0
2aa5d296-8b03-35c0-886c-2839a00bf0c0,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,128,0
c961d255-536f-3cde-9f25-4b3daa564462,dd9914b0-9491-3330-a890-d34e95e497ea,Assunta351 Haley279,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,44,0
b58eb1e8-96bd-3060-a03a-dbd16967df08,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Ferdinand55 Moen819,M,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,3,0
8b44369f-6847-3b37-ad59-394f13d1d37b,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Hui924 Cronin387,F,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,2,0
1d748f21-33d9-3c9d-822e-725818df70fc,a7147477-c4dd-3018-b921-2707d7e098ee,Chrystal576 Kreiger457,F,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,1,0
